chr	gene	lof	Dmis	Tmis	syn
10	CALY	8.308195e-07	2.2095e-07	1.2086055e-05	6.69393e-06
10	CAMK1D	1.49958675e-06	1.746909e-06	1.156428e-05	6.703755e-06
10	CAMK2G	3.2985135e-06	4.733355e-06	2.0128368e-05	1.1408294e-05
10	CASC10	9.59342e-07	7.40892857142857e-12	8.840382e-06	3.829067e-06
10	CASP7	3.4677315e-06	1.137506e-06	1.5955717e-05	5.146127e-06
10	CC2D2B	7.4835525e-06	3.527405e-06	3.0200473e-05	1.2914198e-05
10	CCAR1	7.88752475e-06	2.687542e-06	2.8648377e-05	1.0864822e-05
10	CCDC172	1.30276875e-06	2.375e-08	6.114206e-06	2.172168e-06
10	CCDC186	5.680002e-06	5.026e-08	2.157845e-05	7.901736e-06
10	CCDC3	1.09840575e-06	7.40892857142857e-12	1.1822883e-05	6.690921e-06
10	CCDC6	2.3171775e-06	6.959073e-06	9.977791e-06	8.573471e-06
10	CCDC7	7.930282e-06	7.40892857142857e-12	3.1968498e-05	1.2168046e-05
10	CCNJ	1.88797225e-06	5.2406e-08	1.1144725e-05	4.57977e-06
10	CCNY	1.44454875e-06	5.43932e-07	1.1761438e-05	5.348721e-06
10	CCSER2	4.98554025e-06	4.00245e-07	2.7880708e-05	1.0311977e-05
10	CDC123	2.13954725e-06	2.252649e-06	7.61593e-06	4.444518e-06
10	CDH23	1.162678825e-05	2.8722506e-05	0.000108847561	6.5916633e-05
10	CDHR1	2.76384275e-06	3.429589e-06	2.7004831e-05	1.4661993e-05
10	CDK1	1.27801775e-06	1.23547e-06	5.754825e-06	2.452071e-06
10	CDNF	7.920755e-07	8.33904e-07	4.873409e-06	2.598147e-06
10	CELF2	2.8456625e-06	2.504935e-06	1.7843787e-05	9.770505e-06
10	CEP55	3.194855e-06	7.40892857142857e-12	1.1397586e-05	4.706465e-06
10	CFAP43	8.22226025e-06	8.58808e-07	4.2803821e-05	1.8560035e-05
10	CFAP46	1.34544195e-05	4.115604e-06	9.5590886e-05	5.2014598e-05
10	CFAP58	4.976734e-06	2.81632e-07	2.3343756e-05	9.203705e-06
10	CFAP70	5.16464275e-06	6.054344e-06	2.0582547e-05	1.0138299e-05
10	CH25H	8.2309825e-07	3.345997e-06	7.12156e-06	6.165145e-06
10	CHAT	3.6615685e-06	1.4242343e-05	1.3882332e-05	1.3539775e-05
10	CHCHD1	5.9242075e-07	6.78975e-07	4.868543e-06	2.422471e-06
10	CHST15	2.5255965e-06	1.63044e-06	2.1458601e-05	1.1119162e-05
10	CHST3	1.408035e-06	1.5592439e-05	9.127502e-06	1.2369797e-05
10	CHUK	3.8755545e-06	2.328376e-06	1.7925325e-05	6.886479e-06
10	CISD1	7.6409675e-07	4.99987e-07	2.542953e-06	1.10141e-06
10	CLRN3	7.355465e-07	1.15844e-06	5.82061e-06	3.752362e-06
10	CNNM1	3.41483575e-06	1.7924822e-05	2.69551e-05	2.3064996e-05
10	CNNM2	3.22754225e-06	1.454216e-05	2.3943864e-05	2.0179611e-05
10	COL13A1	3.83673775e-06	1.8950032e-05	7.11795e-06	1.2513492e-05
10	COL17A1	9.01243625e-06	1.9902336e-05	2.7036466e-05	2.1824414e-05
10	COMMD3	1.277787e-06	2.8545e-08	6.217184e-06	2.826466e-06
10	COMMD3-BMI1	2.7867105e-06	1.267448e-06	1.1509233e-05	5.119656e-06
10	COMTD1	1.89823575e-06	1.72029e-06	1.183459e-05	7.75607e-06
10	COX15	2.802485e-06	5.992111e-06	6.873442e-06	4.904305e-06
10	CPEB3	3.41135525e-06	1.6397e-07	2.9191872e-05	1.5761651e-05
10	CPN1	1.78394525e-06	9.36135e-07	1.5924156e-05	8.066196e-06
10	CPXM2	3.65586475e-06	9.436361e-06	1.991428e-05	1.4014241e-05
10	CREM	3.526866e-06	3.137567e-06	1.0021092e-05	4.345137e-06
10	CRTAC1	2.9690455e-06	4.548749e-06	2.5387421e-05	1.2961741e-05
10	CSGALNACT2	3.0638935e-06	7.44102e-07	1.3989904e-05	4.829024e-06
10	CSTF2T	2.17914525e-06	1.357505e-06	1.7129854e-05	6.994317e-06
10	CTBP2	4.31106875e-06	1.9647419e-05	2.1998945e-05	2.0627743e-05
10	CTNNA3	4.16893525e-06	7.56025e-07	2.5236182e-05	1.0037439e-05
10	CUBN	1.58650975e-05	1.5237131e-05	8.800937e-05	4.690863e-05
10	CUEDC2	1.4021745e-06	4.274567e-06	4.510211e-06	3.878628e-06
10	CUL2	5.10483975e-06	5.706229e-06	1.5493957e-05	8.277256e-06
10	CUTC	1.8664785e-06	3.0048e-06	5.617563e-06	2.979429e-06
10	CUZD1	2.35024825e-06	2.951895e-06	1.2424451e-05	6.261658e-06
10	CWF19L1	2.4758605e-06	5.25932e-07	1.3335445e-05	5.280222e-06
10	CXCL12	1.18220725e-06	4.482e-08	7.970271e-06	3.588286e-06
10	CYP17A1	2.0166885e-06	4.703365e-06	1.1217906e-05	6.937965e-06
10	CYP26A1	2.312224e-06	3.794411e-06	1.6786972e-05	9.955321e-06
10	CYP26C1	1.764748e-06	4.658437e-06	2.5240498e-05	1.5750129e-05
10	CYP2C18	1.46620825e-06	2.39094e-06	1.0684274e-05	4.746897e-06
10	CYP2C19	1.31437825e-06	2.01924e-06	1.1930695e-05	4.939101e-06
10	CYP2C8	2.2069625e-06	2.142764e-06	1.0335354e-05	4.671304e-06
10	CYP2C9	1.2909895e-06	2.364772e-06	1.0497311e-05	4.696416e-06
10	CYP2E1	2.01437725e-06	3.411846e-06	1.3356721e-05	7.619094e-06
10	DCLRE1A	3.9988325e-06	4.93177e-06	2.0749839e-05	1.0375805e-05
10	DCLRE1C	3.433539e-06	5.493718e-06	1.2861025e-05	7.460818e-06
10	DDIT4	1.535003e-06	3.8952e-07	9.638683e-06	5.396752e-06
10	DDX21	4.2722815e-06	1.486019e-06	2.0195626e-05	7.862702e-06
10	DDX50	5.08003325e-06	1.371359e-06	1.8598122e-05	6.760425e-06
10	DHTKD1	4.647265e-06	1.0784466e-05	1.8938534e-05	1.335439e-05
10	DHX32	2.71579375e-06	7.01886e-07	1.8979654e-05	8.309354e-06
10	DIP2C	8.2015835e-06	1.878365e-06	5.9586943e-05	3.2269601e-05
10	DKK1	1.1960085e-06	4.93955e-07	9.993098e-06	5.327928e-06
10	DLG5	7.099862e-06	1.274935e-06	7.1087653e-05	3.4203776e-05
10	DMBT1	1.6234653e-05	1.0459776e-05	6.4821981e-05	3.3158336e-05
10	DNA2	4.24481825e-06	1.5220019e-05	1.2452576e-05	1.0462952e-05
10	DNAJB12	1.9274955e-06	2.156599e-06	1.5031705e-05	7.743382e-06
10	DNAJC1	3.48200575e-06	1.49272e-06	1.5982148e-05	8.456806e-06
10	DNAJC12	1.22917425e-06	1.8055e-07	5.583064e-06	2.51394e-06
10	DNAJC9	1.867067e-06	9.89237e-07	8.0097e-06	4.298894e-06
10	DNMBP	8.96066775e-06	3.327869e-06	5.4680159e-05	2.4727988e-05
10	DNTT	2.58921575e-06	2.433475e-06	1.2818544e-05	6.080654e-06
10	DOCK1	1.169381025e-05	3.024325e-06	5.8444118e-05	2.9093381e-05
10	DPCD	1.47253525e-06	3.20136e-07	8.112876e-06	2.906909e-06
10	DPYSL4	2.72521425e-06	1.6999138e-05	7.744214e-06	1.3250858e-05
10	DRGX	1.08094375e-06	6.87262e-06	2.606105e-06	4.461283e-06
10	DUPD1	8.6898175e-07	3.354035e-06	6.641622e-06	5.305543e-06
10	DUSP13	2.753965e-06	4.85087e-06	1.3552947e-05	8.118589e-06
10	DUSP5	1.507027e-06	2.306056e-06	1.4937049e-05	8.987167e-06
10	DYDC1	9.02736e-07	4.8227e-07	3.878098e-06	1.507221e-06
10	DYDC2	7.8811375e-07	3.18956e-07	4.069563e-06	1.597584e-06
10	EBF3	2.70967175e-06	4.011039e-06	1.9792471e-05	1.310686e-05
10	EBLN1	8.475875e-07	7.40892857142857e-12	9.456414e-06	3.837215e-06
10	ECD	3.902953e-06	2.5401e-07	1.6937362e-05	6.675303e-06
10	ECHDC3	7.30512e-07	2.559594e-06	1.0802837e-05	6.887644e-06
10	ECHS1	1.04747575e-06	3.028097e-06	7.414386e-06	5.210674e-06
10	EDRF1	6.27307725e-06	2.587e-06	3.0058589e-05	1.4755141e-05
10	EEF1AKMT2	1.76747725e-06	8.07999e-07	8.593206e-06	4.622042e-06
10	EGR2	1.30508225e-06	2.4478e-07	1.7523031e-05	8.14787e-06
10	EIF3A	1.24055795e-05	5.9447e-07	5.0539281e-05	1.4448348e-05
10	EIF4EBP2	4.5726325e-07	9.6007e-07	3.992197e-06	2.463656e-06
10	EIF5AL1	3.5408075e-07	5.138e-08	4.628658e-06	2.222938e-06
10	ELOVL3	9.30122e-07	3.36138e-07	7.643646e-06	3.348676e-06
10	EMX2	1.63489075e-06	6.358152e-06	6.283515e-06	7.206072e-06
10	ENKUR	1.03364425e-06	8.83105e-07	6.339282e-06	2.758731e-06
10	ENO4	2.3210775e-06	2.025292e-06	1.5948312e-05	8.646986e-06
10	ENTPD1	2.065595e-06	3.8612e-07	1.3403059e-05	6.022847e-06
10	ENTPD7	4.5797935e-06	3.55645e-07	1.7553448e-05	6.745229e-06
10	EPC1	5.60040175e-06	1.998277e-06	2.2497093e-05	1.0556333e-05
10	ERCC6	1.0511945e-05	2.0509872e-05	3.857335e-05	2.3553254e-05
10	ERLIN1	1.6924965e-06	4.343876e-06	4.79163e-06	3.573744e-06
10	EXOC6	4.88031575e-06	1.84542e-07	2.1399041e-05	8.130895e-06
10	EXOSC1	1.46018925e-06	1.65316e-06	5.595819e-06	3.016456e-06
10	FAM107B	1.899671e-06	1.0956e-07	1.0051824e-05	4.684246e-06
10	FAM13C	3.348908e-06	4.440457e-06	1.3488759e-05	7.841536e-06
10	FAM149B1	3.730862e-06	1.568e-07	1.581583e-05	6.703045e-06
10	FAM160B1	3.99319775e-06	3.25935e-07	1.9916956e-05	8.730084e-06
10	FAM170B	1.065899e-06	7.40892857142857e-12	1.0663717e-05	5.070271e-06
10	FAM171A1	3.55344175e-06	1.4087e-07	3.320928e-05	1.8314493e-05
10	FAM196A	1.7160415e-06	3.67017e-07	1.7218143e-05	9.096376e-06
10	FAM204A	1.394817e-06	9.671e-08	5.413439e-06	2.297731e-06
10	FAM208B	8.5895065e-06	6.468604e-06	5.2847501e-05	2.5385975e-05
10	FAM213A	1.39510125e-06	5.32952e-07	5.828448e-06	2.581987e-06
10	FAM24A	2.39376e-07	7.40892857142857e-12	2.964184e-06	1.332335e-06
10	FAM24B	3.0200175e-07	2.625e-08	2.733478e-06	1.419031e-06
10	FAM25A	2.8117975e-07	7.40892857142857e-12	2.565219e-06	1.241457e-06
10	FAM25C	8.6592475e-07	7.40892857142857e-12	7.674857e-06	3.691995e-06
10	FAM25E	3.902075e-07	7.40892857142857e-12	2.89246e-06	1.172978e-06
10	FAM25G	8.6592475e-07	7.40892857142857e-12	7.674857e-06	3.691995e-06
10	FAM35A	2.66350975e-06	3.62462e-07	2.1424438e-05	8.706445e-06
10	FAM45A	1.978692e-06	6.55e-09	1.0096539e-05	4.744842e-06
10	FAM53B	1.59682775e-06	8.4333e-07	1.5583188e-05	7.40612e-06
10	FANK1	1.85098025e-06	1.078363e-06	9.734193e-06	4.679002e-06
10	FAS	1.39528825e-06	2.631284e-06	5.262381e-06	3.052416e-06
10	FBXL15	8.03107e-07	1.1826e-07	1.7937077e-05	9.547815e-06
10	FBXO18	4.94173275e-06	6.839887e-06	2.9319897e-05	1.6866733e-05
10	FBXW4	2.30840775e-06	8.5258e-07	1.56e-05	7.010807e-06
10	FFAR4	1.70089275e-06	1.005738e-06	1.5915781e-05	8.48678e-06
10	FGF8	1.43957975e-06	6.836132e-06	4.733547e-06	5.038522e-06
10	FGFBP3	1.01744275e-06	7.40892857142857e-12	1.5791835e-05	9.512436e-06
10	FGFR2	4.67117175e-06	1.693202e-05	1.2412079e-05	1.3830607e-05
10	FOXI2	9.9216175e-07	6.659968e-06	9.415677e-06	1.0669936e-05
10	FRA10AC1	1.97525475e-06	2.38252e-07	6.790273e-06	2.603753e-06
10	FRAT1	1.3640445e-06	7.40892857142857e-12	1.6543642e-05	9.649137e-06
10	FRAT2	1.2295615e-06	4.06e-09	1.515044e-05	9.011745e-06
10	FRG2B	1.23477175e-06	7.40892857142857e-12	7.680942e-06	2.931927e-06
10	FRMD4A	5.78139425e-06	2.1081248e-05	2.2152277e-05	2.2617144e-05
10	FRMPD2	5.06364325e-06	3.911264e-06	3.2755792e-05	1.6298296e-05
10	FUOM	6.10665e-07	1.0754e-06	5.176774e-06	3.701252e-06
10	FUT11	1.81543625e-06	1.216349e-06	2.3748461e-05	1.3276202e-05
10	FXYD4	6.7254725e-07	7.40892857142857e-12	2.326187e-06	1.259071e-06
10	FZD8	1.9073525e-06	1.5748765e-05	2.5882186e-05	2.662093e-05
10	GAD2	2.973137e-06	3.350776e-06	1.5448758e-05	9.145385e-06
10	GATA3	1.7397865e-06	1.7253565e-05	1.147785e-06	1.1433401e-05
10	GBF1	9.775172e-06	5.419882e-06	5.183721e-05	2.2465657e-05
10	GDF10	1.51600725e-06	7.40892857142857e-12	2.3047579e-05	1.1880645e-05
10	GDF2	1.451412e-06	7.40892857142857e-12	1.4517289e-05	7.710464e-06
10	GDI2	2.0393395e-06	7.43466e-06	5.034481e-06	5.057743e-06
10	GFRA1	1.92524625e-06	1.639444e-06	1.5092726e-05	8.114676e-06
10	GHITM	1.6887225e-06	4.17817e-07	9.031937e-06	3.463964e-06
10	GJD4	1.44933375e-06	1.6835298e-05	1.93958e-06	9.602007e-06
10	GLRX3	1.9421665e-06	5.74336e-07	8.290751e-06	3.726115e-06
10	GLUD1	1.779012e-06	1.5930377e-05	4.961151e-06	9.212465e-06
10	GOLGA7B	9.597635e-07	9.71076e-07	6.057275e-06	1.912485e-06
10	GOT1	2.36076525e-06	6.629142e-06	6.475957e-06	5.406728e-06
10	GPAM	5.063654e-06	5.910752e-06	1.5768757e-05	8.681057e-06
10	GPR158	6.21915775e-06	1.0541028e-05	2.9641785e-05	1.8117043e-05
10	GPR26	1.299338e-06	1.865907e-06	1.5745354e-05	9.720725e-06
10	GPRIN2	1.44820825e-06	7.40892857142857e-12	1.5744868e-05	7.218562e-06
10	GRID1	3.34306925e-06	1.065599e-05	2.5630565e-05	1.7608913e-05
10	GRK5	2.86828475e-06	2.272389e-06	1.8033367e-05	9.724372e-06
10	GSTO1	8.9544275e-07	3.21476e-07	6.567554e-06	3.183854e-06
10	GSTO2	1.120298e-06	1.126944e-06	5.770074e-06	2.639139e-06
10	GTPBP4	3.744731e-06	1.797982e-06	1.7917324e-05	8.008264e-06
10	H2AFY2	1.2562945e-06	3.446506e-06	1.0188416e-05	7.552578e-06
10	HABP2	2.282386e-06	5.454986e-06	9.809125e-06	7.07217e-06
10	HACD1	9.74371e-07	6.58985e-07	1.0067326e-05	5.364426e-06
10	HECTD2	4.08170575e-06	3.198702e-06	1.84056e-05	9.426414e-06
10	HELLS	5.91781125e-06	1.5995382e-05	7.594688e-06	8.339386e-06
10	HERC4	4.31582975e-06	9.606388e-06	1.7024759e-05	1.0616647e-05
10	HHEX	1.1123385e-06	8.161198e-06	4.016182e-06	7.634116e-06
10	HIF1AN	2.1252815e-06	1.111012e-06	9.191255e-06	4.531475e-06
10	HK1	4.65961775e-06	2.9158489e-05	6.690593e-06	1.6285793e-05
10	HKDC1	4.53360275e-06	2.7863856e-05	4.586247e-06	1.5065488e-05
10	HMX2	7.9405025e-07	8.826409e-06	5.885747e-06	8.764341e-06
10	HMX3	1.188405e-06	1.1096588e-05	8.940412e-06	1.3061346e-05
10	HNRNPF	1.2012265e-06	2.15005e-07	1.2995729e-05	6.765282e-06
10	HNRNPH3	2.85591725e-06	1.42916e-07	1.024768e-05	3.74796e-06
10	HOGA1	1.396473e-06	8.450667e-06	2.971762e-06	5.131334e-06
10	HPS1	4.022533e-06	1.3143e-07	2.83507e-05	9.626983e-06
10	HPS6	4.144342e-06	5.396641e-06	2.3653824e-05	1.4284107e-05
10	HPSE2	2.567289e-06	1.591131e-06	1.788011e-05	7.916957e-06
10	HSPA12A	2.961164e-06	7.2319e-07	2.5669361e-05	1.3363867e-05
10	HSPA14	3.2509305e-06	5.51185e-07	1.4569984e-05	6.514353e-06
10	HTR7	1.6529675e-06	2.05454e-06	1.5939721e-05	9.547161e-06
10	HTRA1	2.5266385e-06	8.002361e-06	1.6247946e-05	1.3738296e-05
10	IDE	5.29876975e-06	9.54009e-07	2.8064311e-05	1.0954146e-05
10	IDI1	1.8495985e-06	5.65487e-07	9.608887e-06	4.504255e-06
10	IDI2	1.163997e-06	1.59137e-07	7.063948e-06	3.416945e-06
10	IFIT1	1.7813995e-06	2.28024e-06	9.502367e-06	4.395706e-06
10	IFIT1B	1.96678475e-06	1.314013e-06	1.0564057e-05	4.547576e-06
10	IFIT2	1.9189705e-06	1.084121e-06	1.1700114e-05	4.688667e-06
10	IFIT3	1.64624025e-06	1.595038e-06	1.0213477e-05	5.041412e-06
10	IFIT5	2.0989095e-06	2.170468e-06	1.0071483e-05	4.641656e-06
10	IKZF5	1.5284205e-06	5.68634e-07	1.113563e-05	4.390904e-06
10	IL15RA	1.867102e-06	9.16e-08	1.8414664e-05	9.380197e-06
10	IL2RA	1.17703775e-06	3.292e-07	8.233511e-06	3.742897e-06
10	INA	1.631779e-06	1.6437347e-05	9.818071e-06	1.4318901e-05
10	INPP5A	2.79028025e-06	3.079226e-06	1.4242182e-05	9.107326e-06
