chr	gene	lof	Dmis	Tmis	syn
10	CALHM2	0	0	0	0
10	CALHM3	0	0	1	0
10	CALML3	0	0	0	0
10	CALML5	0	0	0	0
10	CALY	0	0	0	0
10	CAMK1D	0	0	1	1
10	CAMK2G	0	0	0	0
10	CASC10	0	0	0	0
10	CASP7	0	0	0	0
10	CC2D2B	0	0	0	0
10	CCAR1	0	0	0	0
10	CCDC172	0	0	0	0
10	CCDC186	0	0	0	0
10	CCDC3	0	0	1	0
10	CCDC6	0	0	1	0
10	CCDC7	0	0	0	1
10	CCNJ	0	0	0	1
10	CCNY	0	0	0	0
10	CCSER2	0	0	0	0
10	CDC123	0	0	0	0
10	CDH23	0	1	1	1
10	CDHR1	0	0	0	1
10	CDK1	0	0	0	0
10	CDNF	0	0	0	0
10	CELF2	0	0	0	0
10	CEP55	0	0	0	0
10	CFAP43	0	0	0	0
10	CFAP46	0	0	0	0
10	CFAP58	0	0	0	0
10	CFAP70	0	0	0	0
10	CH25H	0	0	0	0
10	CHAT	0	0	0	0
10	CHCHD1	0	0	0	0
10	CHST15	0	0	0	0
10	CHST3	0	0	0	0
10	CHUK	0	0	0	0
10	CISD1	0	0	0	0
10	CLRN3	0	0	0	0
10	CNNM1	0	0	0	0
10	CNNM2	0	0	2	0
10	COL13A1	0	0	0	0
10	COL17A1	0	0	1	0
10	COMMD3	0	0	0	0
10	COMMD3-BMI1	0	0	0	0
10	COMTD1	0	0	0	0
10	COX15	0	0	0	0
10	CPEB3	0	0	0	0
10	CPN1	0	0	0	0
10	CPXM2	0	0	0	0
10	CREM	0	0	0	1
10	CRTAC1	0	0	1	0
10	CSGALNACT2	0	0	0	0
10	CSTF2T	1	0	0	0
10	CTBP2	0	0	0	1
10	CTNNA3	1	0	1	0
10	CUBN	1	0	0	1
10	CUEDC2	0	0	0	0
10	CUL2	0	0	0	0
10	CUTC	0	0	0	0
10	CUZD1	0	0	0	0
10	CWF19L1	0	0	0	0
10	CXCL12	0	0	0	0
10	CYP17A1	0	0	1	0
10	CYP26A1	0	0	0	0
10	CYP26C1	0	0	0	0
10	CYP2C18	0	0	0	0
10	CYP2C19	0	0	0	0
10	CYP2C8	0	0	0	0
10	CYP2C9	0	0	0	0
10	CYP2E1	0	0	0	0
10	DCLRE1A	0	0	1	0
10	DCLRE1C	0	0	0	0
10	DDIT4	0	0	0	0
10	DDX21	0	0	0	0
10	DDX50	0	0	1	1
10	DHTKD1	0	1	0	0
10	DHX32	0	0	0	0
10	DIP2C	1	0	0	0
10	DKK1	0	0	1	0
10	DLG5	0	0	0	1
10	DMBT1	0	0	1	1
10	DNA2	0	1	0	0
10	DNAJB12	0	0	0	0
10	DNAJC1	0	0	0	0
10	DNAJC12	0	0	0	0
10	DNAJC9	0	0	0	0
10	DNMBP	1	0	1	0
10	DNTT	0	1	0	0
10	DOCK1	0	0	1	0
10	DPCD	0	0	0	1
10	DPYSL4	0	1	0	0
10	DRGX	0	0	0	0
10	DUPD1	0	0	0	0
10	DUSP13	0	0	0	0
10	DUSP5	0	0	0	0
10	DYDC1	0	0	0	0
10	DYDC2	0	0	0	0
10	EBF3	1	0	1	0
10	EBLN1	0	0	0	0
10	ECD	0	0	1	0
10	ECHDC3	0	1	0	0
10	ECHS1	0	0	0	0
10	EDRF1	0	0	1	1
10	EEF1AKMT2	0	0	0	0
10	EGR2	0	0	0	0
10	EIF3A	1	0	0	1
10	EIF4EBP2	0	0	0	0
10	EIF5AL1	0	0	0	0
10	ELOVL3	0	0	0	0
10	EMX2	0	0	0	0
10	ENKUR	0	0	0	0
10	ENO4	0	0	0	0
10	ENTPD1	0	0	0	0
10	ENTPD7	0	0	0	0
10	EPC1	0	0	0	0
10	ERCC6	0	1	0	0
10	ERLIN1	0	0	0	0
10	EXOC6	0	0	0	0
10	EXOSC1	0	0	0	0
10	FAM107B	0	0	0	0
10	FAM13C	0	0	0	0
10	FAM149B1	0	0	0	0
10	FAM160B1	0	0	0	1
10	FAM170B	0	0	0	0
10	FAM171A1	0	0	0	0
10	FAM196A	0	0	0	0
10	FAM204A	0	0	0	0
10	FAM208B	0	0	0	0
10	FAM213A	0	0	0	0
10	FAM24A	0	0	0	0
10	FAM24B	0	0	0	0
10	FAM25A	0	0	0	0
10	FAM25C	0	0	0	0
10	FAM25E	0	0	0	0
10	FAM25G	0	0	0	0
10	FAM35A	0	0	0	0
10	FAM45A	0	0	0	0
10	FAM53B	0	0	0	0
10	FANK1	0	0	0	1
10	FAS	0	0	0	0
10	FBXL15	0	0	0	0
10	FBXO18	0	0	0	0
10	FBXW4	0	0	0	0
10	FFAR4	0	0	0	0
10	FGF8	0	0	0	0
10	FGFBP3	0	0	0	0
10	FGFR2	0	0	0	0
10	FOXI2	0	0	0	0
10	FRA10AC1	0	0	0	0
10	FRAT1	0	0	0	0
10	FRAT2	0	0	0	0
10	FRG2B	0	0	0	0
10	FRMD4A	0	0	0	0
10	FRMPD2	0	0	0	1
10	FUOM	0	0	0	1
10	FUT11	0	0	1	0
10	FXYD4	0	0	0	0
10	FZD8	1	0	0	0
10	GAD2	0	0	1	1
10	GATA3	0	1	0	0
10	GBF1	0	0	1	0
10	GDF10	0	0	0	0
10	GDF2	0	0	0	0
10	GDI2	0	0	0	0
10	GFRA1	0	0	0	0
10	GHITM	0	0	0	0
10	GJD4	0	0	0	0
10	GLRX3	0	0	0	0
10	GLUD1	0	1	0	0
10	GOLGA7B	0	0	0	0
10	GOT1	0	0	0	0
10	GPAM	0	0	0	0
10	GPR158	0	0	0	0
10	GPR26	0	0	0	0
10	GPRIN2	0	0	0	0
10	GRID1	0	0	0	0
10	GRK5	0	0	1	0
10	GSTO1	0	0	0	0
10	GSTO2	0	0	0	0
10	GTPBP4	0	0	1	0
10	H2AFY2	0	0	0	0
10	HABP2	0	0	0	1
10	HACD1	0	0	1	0
10	HECTD2	0	0	0	0
10	HELLS	0	0	1	0
10	HERC4	0	0	0	0
10	HHEX	0	0	0	1
10	HIF1AN	0	0	0	0
10	HK1	0	0	0	1
10	HKDC1	0	1	0	0
10	HMX2	0	0	0	0
10	HMX3	0	0	0	0
10	HNRNPF	0	0	1	1
10	HNRNPH3	0	0	0	0
10	HOGA1	0	0	0	0
10	HPS1	0	0	0	0
10	HPS6	0	0	1	0
10	HPSE2	0	0	0	0
10	HSPA12A	0	0	3	0
10	HSPA14	0	0	0	0
10	HTR7	0	0	0	0
10	HTRA1	0	0	0	0
10	IDE	0	0	1	0
10	IDI1	0	0	0	0
10	IDI2	0	0	1	0
10	IFIT1	0	0	0	0
10	IFIT1B	0	0	0	0
10	IFIT2	0	0	1	0
10	IFIT3	0	0	0	0
10	IFIT5	0	0	0	0
10	IKZF5	0	0	0	0
10	IL15RA	0	0	2	1
10	IL2RA	0	0	0	0
10	INA	0	0	0	0
10	INPP5A	0	0	0	0
10	INPP5F	0	0	0	0
10	IPMK	0	0	0	0
10	ITGA8	0	0	2	0
10	ITGB1	0	0	1	0
10	ITIH2	0	0	0	0
10	ITIH5	0	0	0	0
10	ITPRIP	0	0	0	0
10	JAKMIP3	0	0	0	0
10	JCAD	0	0	1	0
10	JMJD1C	0	0	1	0
10	KAT6B	0	0	1	0
10	KAZALD1	0	0	0	0
10	KCNIP2	0	0	0	0
10	KCNK18	0	0	0	0
10	KCNMA1	0	0	4	2
10	KIAA1217	0	0	0	1
10	KIF11	0	0	0	0
10	KIF1BP	0	0	0	0
10	KIF20B	0	0	0	0
10	KIF5B	0	0	0	0
10	KIN	0	0	0	0
10	KLF6	0	0	0	0
10	KLLN	0	0	0	0
10	KNDC1	0	0	1	0
10	LARP4B	1	0	0	0
10	LBX1	0	0	0	0
10	LCOR	0	0	0	0
10	LDB1	2	0	0	0
10	LDB3	0	0	1	0
10	LGI1	0	0	0	0
10	LHPP	0	0	0	0
10	LIPA	0	0	0	0
10	LIPF	0	0	0	0
10	LIPJ	0	0	0	0
10	LIPK	0	0	0	0
10	LIPM	0	0	0	0
10	LIPN	0	0	0	0
10	LOXL4	0	0	0	0
10	LRIT1	0	0	0	0
10	LRIT2	0	0	0	0
10	LRMDA	0	0	0	0
10	LRRC18	0	0	1	0
10	LRRC20	0	0	0	0
10	LRRC27	0	0	0	1
10	LRRTM3	0	0	0	0
10	LYZL1	0	0	0	0
10	LYZL2	0	0	0	0
10	LZTS2	0	0	0	0
10	MALRD1	0	0	0	0
10	MAP3K8	0	0	0	0
10	MAPK8	0	0	0	0
10	MARCH5	0	0	0	0
10	MARCH8	0	0	0	0
10	MARVELD1	0	0	0	0
10	MASTL	0	0	0	0
10	MAT1A	0	0	0	0
10	MBL2	0	0	0	0
10	MCM10	0	0	0	0
10	MCMBP	0	0	0	0
10	MCU	0	0	0	1
10	MEIG1	0	0	0	0
10	MFSD13A	0	0	0	0
10	MGEA5	0	0	0	0
10	MGMT	0	0	0	0
10	MICU1	0	0	0	0
10	MINDY3	0	0	0	0
10	MINPP1	0	0	0	0
10	MKI67	0	0	2	1
10	MKX	0	1	1	0
10	MLLT10	0	0	0	0
10	MMP21	0	0	1	0
10	MMRN2	0	0	1	0
10	MMS19	0	0	0	2
10	MORN4	0	0	0	0
10	MPP7	0	0	0	0
10	MRC1	0	0	0	0
10	MRLN	0	0	0	0
10	MRPL43	0	0	0	0
10	MRPS16	0	0	0	0
10	MSMB	0	0	0	0
10	MSRB2	0	0	0	0
10	MSS51	0	0	0	0
10	MTG1	0	0	0	0
10	MTPAP	0	0	0	0
10	MTRNR2L5	0	0	0	0
10	MTRNR2L7	0	0	0	0
10	MXI1	0	0	0	1
10	MYO3A	0	0	0	0
10	MYOF	0	0	0	0
10	MYOZ1	0	0	0	0
10	MYPN	0	0	1	0
10	NANOS1	0	0	0	0
10	NCOA4	0	0	0	0
10	NDST2	0	0	1	0
10	NDUFB8	0	0	0	0
10	NEBL	1	0	0	0
10	NET1	0	0	0	1
10	NEURL1	0	0	0	1
10	NEUROG3	0	1	1	0
10	NFKB2	0	0	0	0
10	NHLRC2	0	0	0	0
10	NKX1-2	0	0	0	0
10	NKX2-3	0	0	1	0
10	NKX6-2	0	0	0	0
10	NMT2	0	0	1	0
10	NOC3L	0	0	0	0
10	NODAL	0	0	0	0
10	NOLC1	0	0	1	0
10	NPFFR1	0	0	0	0
10	NPM3	0	0	0	0
10	NPS	0	0	1	0
10	NPY4R	0	0	0	0
10	NPY4R2	0	0	0	0
10	NRAP	0	0	3	1
10	NRBF2	0	0	0	0
10	NRG3	0	0	0	0
10	NRP1	0	0	0	0
10	NSMCE4A	0	0	0	0
10	NSUN6	0	0	1	0
10	NT5C2	0	0	1	0
10	NUDT13	0	0	0	0
10	NUDT5	0	0	0	0
10	NUTM2A	0	0	0	0
10	NUTM2B	0	0	0	0
10	NUTM2D	0	0	0	0
10	OAT	0	0	0	0
10	OGDHL	0	0	0	0
10	OIT3	0	0	0	0
10	OLAH	0	0	0	0
10	OPALIN	0	0	0	0
10	OPN4	0	0	0	0
10	OPTN	0	1	0	0
10	OR13A1	0	0	0	0
10	OTUD1	0	0	0	0
10	P4HA1	0	0	0	0
10	PALD1	0	0	0	1
10	PANK1	0	0	0	0
10	PAOX	0	1	0	0
10	PAPSS2	0	0	1	0
10	PARD3	0	0	0	0
10	PARG	0	0	0	0
10	PAX2	0	0	0	0
10	PBLD	0	0	0	2
10	PCBD1	0	0	0	0
10	PCDH15	0	0	1	2
10	PCGF5	0	0	0	0
10	PCGF6	0	0	0	0
10	PDCD11	0	0	1	0
10	PDCD4	0	0	0	0
10	PDE6C	0	0	1	0
10	PDLIM1	0	0	1	1
10	PDSS1	0	0	1	0
10	PDZD7	0	0	0	0
10	PDZD8	0	0	0	0
10	PFKFB3	0	0	1	0
10	PFKP	1	0	1	1
10	PGAM1	0	0	0	0
10	PGBD3	0	0	0	0
10	PHYH	0	0	0	0
10	PHYHIPL	0	0	0	0
10	PI4K2A	0	0	0	0
10	PIK3AP1	0	0	0	0
10	PIP4K2A	0	0	0	0
10	PITRM1	0	0	1	0
10	PITX3	0	0	0	0
10	PKD2L1	0	2	1	1
10	PLA2G12B	0	0	0	0
10	PLAC9	0	0	0	0
10	PLAU	0	0	0	0
10	PLCE1	0	0	0	0
10	PLEKHA1	0	0	1	0
10	PLEKHS1	0	0	0	0
10	PLPP4	0	0	0	0
10	PLXDC2	0	0	0	0
10	PNLIP	0	0	0	0
10	PNLIPRP1	0	0	0	0
10	PNLIPRP2	0	0	0	0
10	PNLIPRP3	0	0	0	0
10	POLL	0	0	0	0
10	POLR3A	0	0	0	0
10	PPA1	0	0	0	0
10	PPIF	0	0	0	0
10	PPP1R3C	0	0	0	0
10	PPP2R2D	0	0	0	0
10	PPP3CB	0	0	0	0
10	PPRC1	0	0	2	0
10	PRAP1	0	0	0	0
10	PRDX3	0	0	0	1
10	PRF1	0	0	0	0
10	PRKCQ	0	0	1	0
10	PRKG1	0	0	0	0
10	PRLHR	0	0	0	0
10	PROSER2	0	0	0	0
10	PRPF18	0	0	1	0
10	PRTFDC1	0	0	0	0
10	PSAP	0	0	0	0
10	PSD	0	0	0	0
10	PSTK	0	0	0	0
10	PTCHD3	0	0	0	0
10	PTEN	3	4	0	0
10	PTER	0	0	0	0
10	PTF1A	0	0	0	0
10	PTPN20	0	0	0	0
10	PTPRE	0	0	0	1
10	PWWP2B	0	0	1	0
10	PYROXD2	0	0	0	0
10	R3HCC1L	0	0	0	0
10	RAB11FIP2	0	0	1	0
10	RAB18	0	0	0	0
10	RASGEF1A	0	0	0	0
10	RASSF4	0	0	0	0
10	RBM17	0	0	0	0
10	RBM20	0	0	0	1
10	RBP3	0	0	0	0
10	RBP4	0	0	0	0
10	REEP3	0	0	0	0
10	RET	0	0	0	0
10	RGR	0	0	0	0
10	RGS10	0	0	0	0
10	RHOBTB1	0	0	0	0
10	RNLS	0	0	0	0
10	RPEL1	0	0	0	0
10	RPP30	0	0	0	0
10	RPP38	0	0	0	0
10	RPS24	0	0	0	0
10	RRP12	0	0	1	0
10	RSU1	0	0	0	0
10	RTKN2	0	0	0	0
10	RUFY2	0	0	1	0
10	SAMD8	0	0	1	0
10	SAR1A	0	0	0	0
10	SCD	0	0	0	0
10	SEC23IP	0	0	1	0
10	SEC24C	0	0	0	0
10	SEC31B	0	0	0	0
10	SEC61A2	0	0	0	0
10	SEMA4G	0	0	0	0
10	SEPHS1	0	0	0	0
10	SFMBT2	0	0	0	0
10	SFR1	0	0	0	0
10	SFRP5	0	0	0	0
10	SFTPA1	0	0	0	0
10	SFTPA2	0	0	0	1
10	SFTPD	0	1	0	0
10	SFXN2	0	0	0	0
10	SFXN3	0	0	1	0
10	SFXN4	0	0	0	0
10	SGMS1	0	0	0	0
10	SGPL1	0	0	0	0
10	SH2D4B	0	0	0	1
10	SH3PXD2A	0	0	1	0
10	SHOC2	0	0	0	0
10	SHTN1	0	0	0	0
10	SIRT1	0	0	0	0
10	SKIDA1	0	0	0	0
10	SLC16A12	0	0	0	0
10	SLC16A9	0	0	1	0
10	SLC18A2	0	0	0	0
10	SLC18A3	0	0	0	0
10	SLC25A16	0	0	0	0
10	SLC25A28	0	0	0	0
10	SLC29A3	0	0	0	0
10	SLC35G1	0	0	0	0
10	SLC39A12	1	0	2	0
10	SLF2	0	0	0	0
10	SLIT1	0	0	0	0
10	SLK	0	0	0	0
10	SMC3	0	1	0	0
10	SMNDC1	0	0	0	0
10	SNCG	0	0	0	0
10	SORBS1	1	0	0	0
10	SORCS1	0	0	1	1
10	SORCS3	1	0	0	0
10	SPAG6	0	0	0	0
10	SPOCK2	0	0	0	0
10	SPRN	0	0	0	0
10	SRGN	0	0	0	0
10	ST8SIA6	0	0	1	0
10	STAM	1	0	0	0
10	STAMBPL1	0	0	0	0
10	STK32C	0	0	0	0
10	STN1	0	0	0	0
10	STOX1	0	0	0	0
10	SUFU	1	0	0	0
10	SUPV3L1	0	0	0	0
10	SUV39H2	0	0	0	0
10	SVIL	1	0	0	1
10	SYCE1	1	0	0	0
10	SYNPO2L	0	0	0	0
10	SYT15	0	0	0	1
10	TACC2	0	0	0	0
10	TACR2	0	0	0	0
10	TAF3	0	0	0	0
10	TAF5	0	0	0	0
10	TBATA	0	0	0	0
10	TBC1D12	0	0	0	0
10	TCERG1L	0	0	1	1
10	TCF7L2	2	0	0	0
10	TCTN3	0	0	0	0
10	TDRD1	0	0	0	0
10	TECTB	0	0	0	0
10	TET1	0	0	3	0
10	TEX36	0	0	0	0
10	TFAM	0	0	0	0
10	THNSL1	0	0	0	0
10	TIAL1	0	0	1	0
10	TIMM23	0	0	0	0
10	TIMM23B	0	0	0	0
10	TLL2	0	0	0	0
10	TLX1	0	0	0	0
10	TM9SF3	0	0	0	0
10	TMEM236	0	0	0	0
10	TMEM254	0	0	0	2
10	TMEM26	0	0	0	0
10	TMEM72	0	0	0	0
10	TNKS2	0	0	0	0
10	TRDMT1	0	0	1	0
10	TRIM8	0	0	0	0
10	TRUB1	0	0	1	0
10	TSPAN14	0	0	0	0
10	TSPAN15	0	0	0	0
10	TUBAL3	0	0	0	2
10	TUBB8	0	0	0	0
10	TUBGCP2	0	0	1	0
10	TWNK	0	0	0	1
10	TYSND1	0	0	0	0
10	UBE2D1	0	0	0	0
10	UBTD1	0	0	0	0
10	UCMA	0	0	1	0
10	UCN3	0	0	0	0
10	UNC5B	0	0	1	1
10	UPF2	0	0	1	0
10	UROS	0	0	0	0
10	USMG5	0	0	0	0
10	USP54	0	0	0	0
10	USP6NL	0	0	0	0
10	UTF1	0	0	0	0
10	VAX1	0	0	0	0
10	VCL	1	0	0	0
10	VDAC2	0	0	0	1
10	VENTX	0	0	0	0
10	VIM	0	0	0	0
10	VPS26A	0	0	0	0
10	VSIR	0	0	0	0
10	VSTM4	0	0	0	0
10	VTI1A	0	0	0	0
10	VWA2	0	0	0	1
10	WAC	3	0	1	0
10	WAPL	0	0	0	0
10	WASHC2A	0	0	0	0
10	WASHC2C	0	0	0	0
10	WBP1L	0	0	0	0
10	WDFY4	0	0	2	2
10	WDR11	0	0	0	0
10	WDR37	0	0	1	0
10	WNT8B	0	0	0	0
10	XPNPEP1	0	0	0	0
10	YME1L1	0	0	0	1
10	ZCCHC24	0	0	0	0
10	ZDHHC16	0	0	0	0
10	ZDHHC6	0	0	0	0
10	ZEB1	0	0	0	0
10	ZFAND4	0	0	0	0
10	ZFYVE27	0	0	0	0
10	ZMIZ1	0	0	0	1
10	ZMYND11	1	0	0	0
10	ZNF22	0	0	1	0
10	ZNF239	0	0	0	0
10	ZNF248	0	0	0	0
10	ZNF25	0	0	0	1
10	ZNF32	0	0	0	0
10	ZNF33A	0	0	1	0
10	ZNF33B	0	0	0	0
10	ZNF365	0	0	0	0
10	ZNF37A	0	0	0	0
10	ZNF438	0	0	1	0
10	ZNF485	0	0	0	1
10	ZNF488	0	0	0	0
10	ZNF503	0	0	0	0
10	ZNF511	0	0	0	0
10	ZRANB1	1	0	0	0
10	ZSWIM8	0	0	1	0
10	ZWINT	0	0	0	0
1	A3GALT2	0	0	0	0
1	AADACL3	0	0	0	0
1	AADACL4	0	0	0	1
1	ABCA4	0	0	0	1
1	ABCB10	0	0	0	0
1	ABCD3	0	1	0	0
1	ABL2	0	0	2	0
1	ACADM	0	0	0	0
1	ACAP3	0	0	0	0
1	ACBD3	0	0	0	0
1	ACBD6	0	0	0	0
1	ACKR1	0	0	1	1
1	ACOT11	0	0	2	0
1	ACOT7	0	0	1	0
1	ACP6	0	0	0	0
1	ACTA1	0	0	0	0
1	ACTL8	0	0	0	0
1	ACTN2	0	0	0	0
1	ACTRT2	0	0	0	0
1	ADAM15	0	0	0	0
1	ADAM30	0	0	0	0
1	ADAMTS4	0	0	0	0
1	ADAMTSL4	0	0	2	0
1	ADAR	0	0	0	0
1	ADCY10	0	0	0	1
1	ADGRB2	0	0	0	1
1	ADGRL2	0	1	0	0
1	ADGRL4	0	0	0	0
1	ADIPOR1	0	0	0	0
1	ADORA1	0	0	0	0
1	ADORA3	0	0	1	0
1	ADPRHL2	0	0	0	0
1	ADSS	0	0	0	0
1	AGBL4	0	0	0	0
1	AGL	0	0	0	1
1	AGMAT	0	0	0	0
1	AGO1	0	0	1	0
1	AGO3	0	0	1	0
1	AGO4	0	0	2	0
1	AGRN	0	0	2	0
1	AGT	0	0	1	0
1	AGTRAP	0	0	1	0
1	AHCTF1	0	0	0	0
1	AHCYL1	0	1	0	0
1	AHDC1	1	0	1	0
1	AIDA	0	0	0	0
1	AIM2	0	0	1	0
1	AJAP1	0	0	0	0
1	AK2	0	0	0	0
1	AK4	0	0	0	0
1	AK5	0	0	0	1
1	AKIRIN1	0	0	1	0
1	AKNAD1	0	0	0	0
1	AKR1A1	0	0	0	0
1	AKR7A2	0	0	0	0
1	AKR7A3	0	0	0	0
1	AKR7L	0	0	0	0
1	AKT3	0	0	0	0
1	ALDH4A1	0	0	0	0
1	ALDH9A1	0	0	0	0
1	ALG14	0	0	0	0
1	ALG6	0	0	0	0
1	ALPL	0	0	0	0
1	ALX3	0	0	0	0
1	AMIGO1	0	0	0	0
1	AMPD1	1	0	1	0
1	AMPD2	0	0	1	0
1	AMY1A	0	0	0	0
1	AMY1B	0	0	0	0
1	AMY1C	0	0	0	0
1	AMY2A	0	0	0	0
1	AMY2B	0	0	0	0
1	ANGEL2	0	0	0	1
1	ANGPTL1	0	0	0	0
1	ANGPTL3	0	0	0	0
1	ANGPTL7	0	0	0	0
1	ANKRD13C	0	0	1	0
1	ANKRD34A	0	0	0	0
1	ANKRD35	0	0	2	1
1	ANKRD45	0	0	0	0
1	ANKRD65	0	0	0	0
1	ANP32E	0	0	0	0
1	ANXA9	0	0	0	0
1	AP4B1	0	0	0	0
1	APCS	0	0	0	1
1	APH1A	1	0	1	0
1	APOA2	0	0	0	0
1	APOBEC4	0	0	0	0
1	AQP10	0	0	0	0
1	ARF1	0	1	0	0
1	ARHGAP29	0	0	0	0
1	ARHGAP30	1	0	0	0
1	ARHGEF10L	0	0	0	0
1	ARHGEF11	0	0	1	1
1	ARHGEF16	0	0	1	0
1	ARHGEF19	0	0	0	0
1	ARHGEF2	0	2	0	0
1	ARID1A	0	0	0	1
1	ARID4B	0	0	0	0
1	ARL8A	0	0	0	0
1	ARNT	0	0	0	1
1	ARPC5	0	0	0	0
1	ARTN	0	0	0	0
1	ARV1	0	0	0	0
1	ASAP3	0	0	0	0
1	ASB17	1	0	1	0
1	ASCL5	0	0	0	0
1	ASH1L	5	1	0	0
1	ASPM	0	1	2	0
1	ASTN1	0	0	0	0
1	ATAD3A	0	0	0	0
1	ATAD3B	0	1	0	0
1	ATAD3C	0	0	0	0
1	ATF3	0	0	0	1
1	ATF6	0	0	0	0
1	ATG4C	0	0	0	0
1	ATP13A2	0	0	0	0
1	ATP1A1	1	0	0	0
1	ATP1A2	0	0	1	0
1	ATP1A4	0	1	0	0
1	ATP1B1	1	0	1	0
1	ATP2B4	0	2	1	0
1	ATP5F1	0	0	0	0
1	ATP6V0B	0	0	0	0
1	ATP6V1G3	0	0	0	0
1	ATP8B2	0	1	1	1
1	ATPAF1	0	0	0	0
1	ATPIF1	0	0	0	0
1	ATXN7L2	0	0	0	1
1	AUNIP	0	0	0	0
1	AURKAIP1	0	0	0	0
1	AVPR1B	0	0	0	0
1	AXDND1	0	0	0	0
1	AZIN2	0	0	0	0
1	B3GALNT2	0	0	0	0
1	B3GALT2	0	0	1	0
1	B3GALT6	0	0	0	0
1	B4GALT2	0	0	0	0
1	B4GALT3	0	0	0	0
1	BARHL2	0	0	0	0
1	BATF3	0	0	0	0
1	BCAN	0	0	0	0
1	BCAR3	0	0	0	0
1	BCAS2	0	0	0	0
1	BCL10	0	0	0	0
1	BCL2L15	0	0	0	0
1	BCL9	0	0	1	1
1	BECN2	0	0	0	0
1	BEND5	0	0	0	0
1	BEST4	0	0	0	0
1	BGLAP	0	0	0	0
1	BLZF1	0	0	0	0
1	BMP8A	0	0	0	0
1	BMP8B	0	0	0	0
